group1,group2,label1,label2,n,n_at_least_1_event,median_los,p10,p25,p75,p90
carehome_status,smi,FALSE,FALSE,4019,1228,5,1,3,7,9
carehome_status,smi,FALSE,TRUE,182,72,5,1,2.75,7.25,8
carehome_status,smi,TRUE,FALSE,719,222,5,1,3,7,8
carehome_status,smi,TRUE,TRUE,12,3,8,6.4,7,8.5,8.8
carehome_status,ckd_rrt,FALSE,Stage 3,262,76,5,1.5,3,7,8
carehome_status,ckd_rrt,FALSE,No CKD or RRT,3734,1159,5,1,3,7,9
carehome_status,ckd_rrt,FALSE,Stage 4,91,35,4,2,3,7,8
carehome_status,ckd_rrt,FALSE,RRT (transplant),35,4,4,2,2,6.5,7.4
carehome_status,ckd_rrt,FALSE,Stage 5,44,17,4,1,2,6,6.4
carehome_status,ckd_rrt,FALSE,RRT (dialysis),35,9,5,1,2,9,9
carehome_status,ckd_rrt,TRUE,No CKD or RRT,655,205,5,1.4000000000000021,3,7,8
carehome_status,ckd_rrt,TRUE,RRT (dialysis),4,1,5,5,5,5,5
carehome_status,ckd_rrt,TRUE,Stage 3,46,12,4.5,1.1,2.75,7,7
carehome_status,ckd_rrt,TRUE,Stage 5,7,1,1,1,1,1,1
carehome_status,ckd_rrt,TRUE,RRT (transplant),4,1,1,1,1,1,1
carehome_status,ckd_rrt,TRUE,Stage 4,15,5,3,1.7999999999999998,3,4,6.999999999999998
carehome_status,copd,FALSE,FALSE,4112,1274,5,1,3,7,9
carehome_status,copd,FALSE,TRUE,89,26,5,2,3,7.75,8.5
carehome_status,copd,TRUE,FALSE,706,216,5,1,3,7,8
carehome_status,copd,TRUE,TRUE,25,9,5,2.6000000000000005,3,8,8.2
carehome_status,learndis_cat,FALSE,(Missing),3399,1053,5,1,3,7,9
carehome_status,learndis_cat,FALSE,Learning disability register,196,68,4,1,3,7,9
carehome_status,learndis_cat,FALSE,Down's syndrome,199,62,5,1,2,7,8
carehome_status,learndis_cat,FALSE,Other learning disability,407,117,6,2,3,7,9
carehome_status,learndis_cat,TRUE,Other learning disability,80,21,5,2,3,7,9
carehome_status,learndis_cat,TRUE,(Missing),571,181,5,1,3,7,8
carehome_status,learndis_cat,TRUE,Learning disability register,47,12,5.5,4,4,6,6
carehome_status,learndis_cat,TRUE,Down's syndrome,33,11,4,2,2.5,7.5,8
carehome_status,sickle_cell_asplenia,FALSE,FALSE,3945,1222,5,1,3,7,9
carehome_status,sickle_cell_asplenia,FALSE,TRUE,256,78,4.5,1,3,7,9
carehome_status,sickle_cell_asplenia,TRUE,FALSE,706,218,5,1,3,7,8
carehome_status,sickle_cell_asplenia,TRUE,TRUE,25,7,6,4,5,8,8.4
carehome_status,cirrhosis,FALSE,FALSE,4117,1274,5,1,3,7,9
carehome_status,cirrhosis,FALSE,TRUE,84,26,5.5,2,3,8,9
carehome_status,cirrhosis,TRUE,FALSE,714,219,5,1,3,7,8
carehome_status,cirrhosis,TRUE,TRUE,17,6,4.5,1.5,2.5,5.75,6.5
carehome_status,cochlear_implant,FALSE,FALSE,4106,1266,5,1,3,7,9
carehome_status,cochlear_implant,FALSE,TRUE,95,34,4,1,2.25,7,8
carehome_status,cochlear_implant,TRUE,FALSE,722,221,5,1,3,7,8
carehome_status,cochlear_implant,TRUE,TRUE,9,4,3.5,3,3,5,6.800000000000001
carehome_status,cystic_fibrosis,FALSE,FALSE,4106,1270,5,1,3,7,9
carehome_status,cystic_fibrosis,FALSE,TRUE,95,30,5,1,3,6.75,8.100000000000001
carehome_status,cystic_fibrosis,TRUE,FALSE,710,221,5,1,3,7,8
carehome_status,cystic_fibrosis,TRUE,TRUE,21,4,3,3,3,3.5,4.4
carehome_status,csfl,FALSE,FALSE,4128,1276,5,1,3,7,9
carehome_status,csfl,FALSE,TRUE,73,24,4.5,3,3,8,8
carehome_status,csfl,TRUE,FALSE,718,222,5,1,3,7,8
carehome_status,csfl,TRUE,TRUE,13,3,5,4.2,4.5,7,8.2
carehome_status,homeless,FALSE,FALSE,4114,1277,5,1,3,7,9
carehome_status,homeless,FALSE,TRUE,87,23,3,1,2,6,8.8
carehome_status,homeless,TRUE,FALSE,715,218,5,1,3,7,8
carehome_status,homeless,TRUE,TRUE,16,7,2,1,1.5,3.5,4
primis_atrisk,all,TRUE,All,1999,635,5,1,3,7,9
primis_atrisk,all,FALSE,All,2933,890,5,1,3,7,9
primis_atrisk,ageband4,TRUE,50-64,791,257,5,1,3,7,9
primis_atrisk,ageband4,TRUE,65-74,429,141,6,2,3,7,9
primis_atrisk,ageband4,TRUE,12-49,507,151,5,1,3,7,9
primis_atrisk,ageband4,TRUE,75-104,272,86,5,1.5,3,7,8
primis_atrisk,ageband4,FALSE,65-74,1752,528,5,1,3,7,8
primis_atrisk,ageband4,FALSE,75-104,1139,353,5,1,3,7,9
primis_atrisk,ageband4,FALSE,50-64,31,6,4,1.5,2.25,5,5
primis_atrisk,ageband4,FALSE,12-49,11,3,3,2.2,2.5,5,6.199999999999999
primis_atrisk,ageband13,TRUE,55-59,262,92,5,1,3,7,9
primis_atrisk,ageband13,TRUE,60-64,291,96,4,1,3,6,8
primis_atrisk,ageband13,TRUE,50-54,238,69,6,1,3,7,9
primis_atrisk,ageband13,TRUE,65-69,238,79,5,1.8000000000000007,3.5,7,8
primis_atrisk,ageband13,TRUE,30-39,133,42,5.5,2,3,8,9
primis_atrisk,ageband13,TRUE,40-49,347,99,4,1,3,7,8
primis_atrisk,ageband13,TRUE,75-79,127,42,5,2,3,7.75,8
primis_atrisk,ageband13,TRUE,85-89,37,17,5,1,2,7,8
primis_atrisk,ageband13,TRUE,80-84,78,19,5,1.7999999999999998,3.5,6,7
primis_atrisk,ageband13,TRUE,90-104,30,8,5,2.4000000000000004,3.75,8,8.3
primis_atrisk,ageband13,TRUE,70-74,191,62,6,2,3,8,9
primis_atrisk,ageband13,TRUE,18-29,26,9,5,1,2,6,7.399999999999999
primis_atrisk,ageband13,TRUE,12-17,1,1,7,7,7,7,7
primis_atrisk,ageband13,FALSE,70-74,759,235,5,1,2,7,9
primis_atrisk,ageband13,FALSE,80-84,314,101,5,1,3,7,8
primis_atrisk,ageband13,FALSE,75-79,522,151,5,1,3,8,9
primis_atrisk,ageband13,FALSE,65-69,993,293,5,1,3,7,8
primis_atrisk,ageband13,FALSE,85-89,170,58,5.5,1.7000000000000002,3,7.75,9
primis_atrisk,ageband13,FALSE,90-104,133,43,4,2,3,6,7.800000000000004
primis_atrisk,ageband13,FALSE,60-64,12,1,1,1,1,1,1
primis_atrisk,ageband13,FALSE,55-59,12,3,5,3.4000000000000004,4,5,5
primis_atrisk,ageband13,FALSE,40-49,8,2,4.5,2.5000000000000004,3.25,5.75,6.499999999999999
primis_atrisk,ageband13,FALSE,30-39,2,1,3,3,3,3,3
primis_atrisk,ageband13,FALSE,50-54,7,2,3.5,2.3000000000000003,2.75,4.25,4.7
primis_atrisk,ageband13,FALSE,18-29,1,0,NA,NA,NA,NA,NA
primis_atrisk,sex,TRUE,Female,1062,352,5,1,3,7,9
primis_atrisk,sex,TRUE,Male,937,283,5,1,3,7,9
primis_atrisk,sex,FALSE,Female,1509,439,5,1,3,7,9
primis_atrisk,sex,FALSE,Male,1424,451,5,1,2.5,7,8
primis_atrisk,ethnicity5,TRUE,White,1143,363,5,1.2000000000000028,3,7,9
primis_atrisk,ethnicity5,TRUE,Mixed,164,58,6,1.7000000000000002,3,7,8
primis_atrisk,ethnicity5,TRUE,Asian or Asian British,172,47,4,1,3,6,8
primis_atrisk,ethnicity5,TRUE,(Missing),187,63,6,2,3,7,9
primis_atrisk,ethnicity5,TRUE,Chinese or Other Ethnic Groups,157,50,5,1,3.25,7,8.100000000000001
primis_atrisk,ethnicity5,TRUE,Black or Black British,176,54,4,1,2,7,8.700000000000003
primis_atrisk,ethnicity5,FALSE,(Missing),288,90,4,1,2.25,7,8
primis_atrisk,ethnicity5,FALSE,Chinese or Other Ethnic Groups,299,88,5,1,3.75,7,8.299999999999997
primis_atrisk,ethnicity5,FALSE,White,1548,453,5,1,3,7,9
primis_atrisk,ethnicity5,FALSE,Mixed,277,92,5,1,2.75,7.25,9
primis_atrisk,ethnicity5,FALSE,Black or Black British,269,92,5,2,3,7,8
primis_atrisk,ethnicity5,FALSE,Asian or Asian British,252,75,5,2,3,7,9
primis_atrisk,region,TRUE,North East and Yorkshire,1030,317,5,1,3,7,9
primis_atrisk,region,TRUE,North West,402,138,5,2,3,8,9
primis_atrisk,region,TRUE,South East,99,29,6,1.8000000000000003,3,7,8
primis_atrisk,region,TRUE,Midlands,197,70,4,1,2,6,8
primis_atrisk,region,TRUE,East of England,90,22,7,2,3.25,8,9
primis_atrisk,region,TRUE,London,86,31,6,2,4,7,8
primis_atrisk,region,TRUE,South West,95,28,4,1,2,6,6.300000000000001
primis_atrisk,region,FALSE,North West,587,176,5,2,3,7,8
primis_atrisk,region,FALSE,North East and Yorkshire,1465,427,5,1,3,7,8.400000000000034
primis_atrisk,region,FALSE,London,152,48,5,1,3,7,9
primis_atrisk,region,FALSE,East of England,138,48,4,1,2,6,8
primis_atrisk,region,FALSE,South East,142,47,5,1,3,7,9
primis_atrisk,region,FALSE,Midlands,307,105,5,2,2,7,8.600000000000009
primis_atrisk,region,FALSE,South West,142,39,5,2,3,6.5,8
primis_atrisk,imd_quintile,TRUE,2,422,148,5,2,3,7,9
primis_atrisk,imd_quintile,TRUE,1 (most deprived),380,114,6,1.3000000000000007,3,8,8.700000000000003
primis_atrisk,imd_quintile,TRUE,3,394,121,5,1,3,7,9
primis_atrisk,imd_quintile,TRUE,4,364,107,5,2,3,7,8.400000000000006
primis_atrisk,imd_quintile,TRUE,5 (least deprived),349,115,5,1,3,7,9
primis_atrisk,imd_quintile,TRUE,(Missing),90,30,6.5,1.9000000000000004,4,8,9
primis_atrisk,imd_quintile,FALSE,2,594,188,5,2,3,7.25,9
primis_atrisk,imd_quintile,FALSE,3,584,168,5,1,2,7,8
primis_atrisk,imd_quintile,FALSE,4,539,162,5,1,3,7,9
primis_atrisk,imd_quintile,FALSE,5 (least deprived),529,183,5,1,3,7,8
primis_atrisk,imd_quintile,FALSE,1 (most deprived),537,150,4,1.9000000000000004,3,7,9
primis_atrisk,imd_quintile,FALSE,(Missing),150,39,6,2,3,7,8
primis_atrisk,carehome_status,TRUE,FALSE,1848,587,5,1,3,7,9
primis_atrisk,carehome_status,TRUE,TRUE,151,48,5.5,2,3,7,8.300000000000004
primis_atrisk,carehome_status,FALSE,FALSE,2353,713,5,1,3,7,9
primis_atrisk,carehome_status,FALSE,TRUE,580,177,5,1,3,7,8
primis_atrisk,crd,TRUE,TRUE,198,72,5,2,3,7,8
primis_atrisk,crd,TRUE,FALSE,1801,563,5,1,3,7,9
primis_atrisk,crd,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,chd,TRUE,FALSE,1805,567,5,1,3,7,9
primis_atrisk,chd,TRUE,TRUE,194,68,5.5,1,3,7,9
primis_atrisk,chd,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,ckd,TRUE,FALSE,1791,567,5,1,3,7,9
primis_atrisk,ckd,TRUE,TRUE,208,68,5,2,3,7,9
primis_atrisk,ckd,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,cld,TRUE,FALSE,1803,575,5,1,3,7,9
primis_atrisk,cld,TRUE,TRUE,196,60,5,1,3,7,8
primis_atrisk,cld,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,cns_learndis,TRUE,FALSE,1621,531,5,1,3,7,9
primis_atrisk,cns_learndis,TRUE,TRUE,378,104,5,1,3,7,8
primis_atrisk,cns_learndis,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,diabetes,TRUE,FALSE,1791,578,5,1,3,7,9
primis_atrisk,diabetes,TRUE,TRUE,208,57,6,2.6000000000000005,4,8,9
primis_atrisk,diabetes,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,immunosuppressed,TRUE,FALSE,1777,556,5,1,3,7,9
primis_atrisk,immunosuppressed,TRUE,TRUE,222,79,5,1,3,7,9
primis_atrisk,immunosuppressed,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,asplenia,TRUE,FALSE,1814,577,5,1,3,7,9
primis_atrisk,asplenia,TRUE,TRUE,185,58,5,1,3,7.75,9
primis_atrisk,asplenia,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,severe_obesity,TRUE,FALSE,1781,571,5,1,3,7,9
primis_atrisk,severe_obesity,TRUE,TRUE,218,64,5,1,3,6.25,8
primis_atrisk,severe_obesity,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,smi,TRUE,FALSE,1805,560,5,1,3,7,9
primis_atrisk,smi,TRUE,TRUE,194,75,6,1,3,8,8.600000000000009
primis_atrisk,smi,FALSE,FALSE,2933,890,5,1,3,7,9
primis_atrisk,ckd_rrt,TRUE,Stage 3,134,42,4,1.1000000000000005,3,7,8
primis_atrisk,ckd_rrt,TRUE,No CKD or RRT,1762,568,5,1,3,7,9
primis_atrisk,ckd_rrt,TRUE,Stage 4,43,12,4,1.1,2.75,7,7.9
primis_atrisk,ckd_rrt,TRUE,RRT (transplant),23,3,6,2.8,4,7,7.6
primis_atrisk,ckd_rrt,TRUE,RRT (dialysis),18,3,2,1.2,1.5,3.5,4.3999999999999995
primis_atrisk,ckd_rrt,TRUE,Stage 5,19,7,4,1.6,3,4.5,5.4
primis_atrisk,ckd_rrt,FALSE,No CKD or RRT,2627,796,5,1,3,7,8
primis_atrisk,ckd_rrt,FALSE,Stage 3,174,46,5.5,1.5,3,7,8
primis_atrisk,ckd_rrt,FALSE,Stage 4,63,28,4,2,3,7,8.3
primis_atrisk,ckd_rrt,FALSE,RRT (transplant),16,2,1.5,1.1,1.25,1.75,1.9
primis_atrisk,ckd_rrt,FALSE,Stage 5,32,11,2,1,1,6,7
primis_atrisk,ckd_rrt,FALSE,RRT (dialysis),21,7,7,2.2,4,9,9
primis_atrisk,copd,TRUE,FALSE,1952,618,5,1,3,7,9
primis_atrisk,copd,TRUE,TRUE,47,17,5,2.2,3,7,8.4
primis_atrisk,copd,FALSE,FALSE,2866,872,5,1,3,7,8.899999999999977
primis_atrisk,copd,FALSE,TRUE,67,18,5.5,2,3.25,8,8.3
primis_atrisk,learndis_cat,TRUE,(Missing),1620,516,5,1,3,7,9
primis_atrisk,learndis_cat,TRUE,Down's syndrome,90,28,5.5,1.7000000000000002,3,7,8.3
primis_atrisk,learndis_cat,TRUE,Learning disability register,97,35,6,2,3.5,7.5,9
primis_atrisk,learndis_cat,TRUE,Other learning disability,192,56,6,2.5,4,8,9
primis_atrisk,learndis_cat,FALSE,Learning disability register,146,45,4,1,3,6,7.600000000000001
primis_atrisk,learndis_cat,FALSE,(Missing),2350,718,5,1,3,7,9
primis_atrisk,learndis_cat,FALSE,Other learning disability,295,82,5.5,2,3,7,9
primis_atrisk,learndis_cat,FALSE,Down's syndrome,142,45,5,1.4000000000000004,2,7,8
primis_atrisk,sickle_cell_asplenia,TRUE,FALSE,1772,566,5,1,3,7,9
primis_atrisk,sickle_cell_asplenia,TRUE,TRUE,227,69,5,1,3,8,9
primis_atrisk,sickle_cell_asplenia,FALSE,FALSE,2879,874,5,1,3,7,9
primis_atrisk,sickle_cell_asplenia,FALSE,TRUE,54,16,4,2,3,7.25,8
primis_atrisk,cirrhosis,TRUE,FALSE,1968,626,5,1,3,7,9
primis_atrisk,cirrhosis,TRUE,TRUE,31,9,7,3,5,9,9
primis_atrisk,cirrhosis,FALSE,FALSE,2863,867,5,1,3,7,9
primis_atrisk,cirrhosis,FALSE,TRUE,70,23,4,1,3,7,8
primis_atrisk,cochlear_implant,TRUE,FALSE,1957,625,5,1,3,7,9
primis_atrisk,cochlear_implant,TRUE,TRUE,42,10,4,2.8,3,5.75,7
primis_atrisk,cochlear_implant,FALSE,FALSE,2871,862,5,1,3,7,8.899999999999977
primis_atrisk,cochlear_implant,FALSE,TRUE,62,28,4,1,2,8,8.3
primis_atrisk,cystic_fibrosis,TRUE,FALSE,1948,620,5,1,3,7,9
primis_atrisk,cystic_fibrosis,TRUE,TRUE,51,15,4,2.4000000000000004,3,6,6.6
primis_atrisk,cystic_fibrosis,FALSE,FALSE,2868,871,5,1,3,7,9
primis_atrisk,cystic_fibrosis,FALSE,TRUE,65,19,5,1,2.5,7,8.2
primis_atrisk,csfl,TRUE,FALSE,1967,622,5,1,3,7,9
primis_atrisk,csfl,TRUE,TRUE,32,13,7,3,3,8,9
primis_atrisk,csfl,FALSE,FALSE,2879,876,5,1,3,7,9
primis_atrisk,csfl,FALSE,TRUE,54,14,4.5,3,4,7,8
primis_atrisk,homeless,TRUE,FALSE,1954,625,5,1,3,7,9
primis_atrisk,homeless,TRUE,TRUE,45,10,3.5,1.9,2,7,9
primis_atrisk,homeless,FALSE,FALSE,2875,870,5,1,3,7,9
primis_atrisk,homeless,FALSE,TRUE,58,20,3,1,1,4,6.100000000000001
crd,all,TRUE,All,198,72,5,2,3,7,8
crd,all,FALSE,All,4734,1453,5,1,3,7,9
crd,ageband4,TRUE,50-64,74,27,4,1,3,7,8
crd,ageband4,TRUE,65-74,45,20,5.5,1.9000000000000004,4,7,8.100000000000001
crd,ageband4,TRUE,75-104,26,9,4,1.8,2,5,6.199999999999999
crd,ageband4,TRUE,12-49,53,16,5.5,2,3,7.25,8.5
crd,ageband4,FALSE,50-64,748,236,5,1,3,7,9
crd,ageband4,FALSE,65-74,2136,649,5,1,3,7,8.200000000000045
crd,ageband4,FALSE,75-104,1385,430,5,1,3,7,9
crd,ageband4,FALSE,12-49,465,138,5,1,3,7,9
crd,ageband13,TRUE,55-59,29,12,4,2.1,3,6.25,7
crd,ageband13,TRUE,65-69,26,13,5,1.2000000000000002,4,7,7.800000000000001
crd,ageband13,TRUE,75-79,12,4,4,2.3,2.75,5.5,6.4
crd,ageband13,TRUE,50-54,24,9,6,1.8,3,7,8.2
crd,ageband13,TRUE,40-49,36,9,6,2,3,7,8.2
crd,ageband13,TRUE,60-64,21,6,3.5,1,1.5,7,8.5
crd,ageband13,TRUE,18-29,2,0,NA,NA,NA,NA,NA
crd,ageband13,TRUE,30-39,14,6,4.5,2.5,3.25,7.25,8.5
crd,ageband13,TRUE,70-74,19,7,6,3.6,4.5,7,8.4
crd,ageband13,TRUE,80-84,5,2,5,4.2,4.5,5.5,5.8
crd,ageband13,TRUE,85-89,6,3,2,1.2,1.5,3.5,4.3999999999999995
crd,ageband13,TRUE,90-104,3,0,NA,NA,NA,NA,NA
crd,ageband13,TRUE,12-17,1,1,7,7,7,7,7
crd,ageband13,FALSE,60-64,282,91,4,1,3,6,8
crd,ageband13,FALSE,70-74,931,290,5,1,3,7,9
crd,ageband13,FALSE,50-54,221,62,6,1,3,7,9
crd,ageband13,FALSE,80-84,387,118,5,1,3,7,8
crd,ageband13,FALSE,75-79,637,189,5,1,3,8,9
crd,ageband13,FALSE,65-69,1205,359,5,1,3,7,8
crd,ageband13,FALSE,55-59,245,83,5,1,3,7.5,9
crd,ageband13,FALSE,30-39,121,37,6,2,3,8,9
crd,ageband13,FALSE,85-89,201,72,6,1.1000000000000014,3,8,9
crd,ageband13,FALSE,90-104,160,51,4,2,3,6,8
crd,ageband13,FALSE,40-49,319,92,4,1,3,7,8
crd,ageband13,FALSE,18-29,25,9,5,1,2,6,7.399999999999999
crd,sex,TRUE,Female,104,39,4,1.8000000000000007,3,7,8
crd,sex,TRUE,Male,94,33,5,2,3,7,8.8
crd,sex,FALSE,Female,2467,752,5,1,3,7,9
crd,sex,FALSE,Male,2267,701,5,1,3,7,9
crd,ethnicity5,TRUE,White,111,40,5.5,2,3.75,7,8.100000000000001
crd,ethnicity5,TRUE,Asian or Asian British,23,5,6,2.4,3,6,7.199999999999999
crd,ethnicity5,TRUE,Black or Black British,21,8,5.5,2,3.5,7.25,8.3
crd,ethnicity5,TRUE,(Missing),18,9,3,1,2,5,5.199999999999999
crd,ethnicity5,TRUE,Mixed,13,6,3,1.5,2.25,6,7.5
crd,ethnicity5,TRUE,Chinese or Other Ethnic Groups,12,4,3,1,1,6,7.800000000000001
crd,ethnicity5,FALSE,White,2580,776,5,1,3,7,9
crd,ethnicity5,FALSE,(Missing),457,144,5,1,3,7,8
crd,ethnicity5,FALSE,Mixed,428,144,5,1,3,7,9
crd,ethnicity5,FALSE,Chinese or Other Ethnic Groups,444,134,5,1,4,7,8
crd,ethnicity5,FALSE,Asian or Asian British,401,117,4,1,3,7,8.400000000000006
crd,ethnicity5,FALSE,Black or Black British,424,138,5,1,3,7,8
crd,region,TRUE,North East and Yorkshire,96,36,5,1.5,3,7,8
crd,region,TRUE,Midlands,27,10,4.5,1.9,2.25,6,8.1
crd,region,TRUE,London,7,2,5,3.4000000000000004,4,6,6.6
crd,region,TRUE,South East,8,2,4.5,1.7000000000000006,2.75,6.25,7.299999999999999
crd,region,TRUE,East of England,7,2,4.5,2.5000000000000004,3.25,5.75,6.499999999999999
crd,region,TRUE,North West,38,15,4,3,3.5,7,8.6
crd,region,TRUE,South West,15,5,6,2.4,3,6,7.199999999999999
crd,region,FALSE,North East and Yorkshire,2399,708,5,1,3,7,9
crd,region,FALSE,North West,951,299,5,2,3,7,9
crd,region,FALSE,South East,233,74,5,1,3,7,8.700000000000003
crd,region,FALSE,London,231,77,5,1,3,7,9
crd,region,FALSE,Midlands,477,165,5,1,2,7,8
crd,region,FALSE,East of England,221,68,5,1,2,7.25,9
crd,region,FALSE,South West,222,62,4.5,1,3,6,7.899999999999999
crd,imd_quintile,TRUE,2,46,18,4,2,3,6.75,7.300000000000001
crd,imd_quintile,TRUE,5 (least deprived),41,16,4.5,1.5,3,6,8
crd,imd_quintile,TRUE,(Missing),12,6,6.5,2.5,4.5,7.75,8
crd,imd_quintile,TRUE,3,30,11,5,2,2.5,7,7
crd,imd_quintile,TRUE,4,32,10,6.5,2.9,5,8,9
crd,imd_quintile,TRUE,1 (most deprived),37,11,3,1,2.5,5.5,8
crd,imd_quintile,FALSE,1 (most deprived),880,253,5,2,3,7,9
crd,imd_quintile,FALSE,2,970,318,5,2,3,7,9
crd,imd_quintile,FALSE,3,948,278,5,1,2.25,7,8
crd,imd_quintile,FALSE,4,871,259,5,1,3,7,9
crd,imd_quintile,FALSE,5 (least deprived),837,282,5,1,3,7,8
crd,imd_quintile,FALSE,(Missing),228,63,6,2,3,8,9
crd,carehome_status,TRUE,FALSE,186,67,5,2,3,7,8
crd,carehome_status,TRUE,TRUE,12,5,6,1.4,2,6,6.6
crd,carehome_status,FALSE,FALSE,4015,1233,5,1,3,7,9
crd,carehome_status,FALSE,TRUE,719,220,5,1,3,7,8
crd,primis_atrisk,TRUE,TRUE,198,72,5,2,3,7,8
crd,primis_atrisk,FALSE,TRUE,1801,563,5,1,3,7,9
crd,primis_atrisk,FALSE,FALSE,2933,890,5,1,3,7,9
crd,chd,TRUE,FALSE,195,71,5,2,3,7,8
crd,chd,TRUE,TRUE,3,1,4,4,4,4,4
crd,chd,FALSE,FALSE,4543,1386,5,1,3,7,9
crd,chd,FALSE,TRUE,191,67,6,1,3,7,9
crd,ckd,TRUE,FALSE,192,72,5,2,3,7,8
crd,ckd,TRUE,TRUE,6,0,NA,NA,NA,NA,NA
crd,ckd,FALSE,FALSE,4532,1385,5,1,3,7,9
crd,ckd,FALSE,TRUE,202,68,5,2,3,7,9
crd,cld,TRUE,FALSE,194,69,5,1.8000000000000007,3,7,8
crd,cld,TRUE,TRUE,4,3,4,3.2,3.5,5.5,6.3999999999999995
crd,cld,FALSE,FALSE,4542,1396,5,1,3,7,9
crd,cld,FALSE,TRUE,192,57,5,1,3,7,8
crd,cns_learndis,TRUE,FALSE,184,65,5,2,3,7,8
crd,cns_learndis,TRUE,TRUE,14,7,5,1.6,2.5,6.5,8
crd,cns_learndis,FALSE,FALSE,4370,1356,5,1,3,7,9
crd,cns_learndis,FALSE,TRUE,364,97,5,1,3,7,8
crd,diabetes,TRUE,FALSE,196,72,5,2,3,7,8
crd,diabetes,TRUE,TRUE,2,0,NA,NA,NA,NA,NA
crd,diabetes,FALSE,FALSE,4528,1396,5,1,3,7,9
crd,diabetes,FALSE,TRUE,206,57,6,2.6000000000000005,4,8,9
crd,immunosuppressed,TRUE,FALSE,194,70,5,1.9000000000000004,3,7,8
crd,immunosuppressed,TRUE,TRUE,4,2,4,3.2,3.5,4.5,4.800000000000001
crd,immunosuppressed,FALSE,FALSE,4516,1376,5,1,3,7,9
crd,immunosuppressed,FALSE,TRUE,218,77,5,1,3,7,9
crd,asplenia,TRUE,FALSE,195,72,5,2,3,7,8
crd,asplenia,TRUE,TRUE,3,0,NA,NA,NA,NA,NA
crd,asplenia,FALSE,FALSE,4552,1395,5,1,3,7,9
crd,asplenia,FALSE,TRUE,182,58,5,1,3,7.75,9
crd,severe_obesity,TRUE,FALSE,194,69,5,2,3,7,8
crd,severe_obesity,TRUE,TRUE,4,3,3,1.4,2,4.5,5.3999999999999995
crd,severe_obesity,FALSE,FALSE,4520,1392,5,1,3,7,9
crd,severe_obesity,FALSE,TRUE,214,61,5,1,3,7,8
crd,smi,TRUE,FALSE,194,69,5,1.8000000000000007,3,7,8
crd,smi,TRUE,TRUE,4,3,7,6.2,6.5,7.5,7.8
crd,smi,FALSE,TRUE,190,72,5,1,2.75,8,8.900000000000006
crd,smi,FALSE,FALSE,4544,1381,5,1,3,7,9
crd,ckd_rrt,TRUE,Stage 3,11,2,3.5,3.1,3.25,3.75,3.9
crd,ckd_rrt,TRUE,No CKD or RRT,176,64,5,2,3,7,8
crd,ckd_rrt,TRUE,Stage 4,5,3,2,1.2,1.5,2.5,2.8
crd,ckd_rrt,TRUE,RRT (dialysis),3,1,1,1,1,1,1
crd,ckd_rrt,TRUE,Stage 5,3,2,3,2.2,2.5,3.5,3.8
crd,ckd_rrt,FALSE,Stage 3,297,86,5,1,3,7,8
crd,ckd_rrt,FALSE,No CKD or RRT,4213,1300,5,1,3,7,9
crd,ckd_rrt,FALSE,Stage 4,101,37,4,2,3,7,8
crd,ckd_rrt,FALSE,RRT (transplant),39,5,2,1.4,2,6,7.199999999999999
crd,ckd_rrt,FALSE,RRT (dialysis),36,9,5,1.8,3,9,9
crd,ckd_rrt,FALSE,Stage 5,48,16,3.5,1,1,6,6.5
crd,copd,TRUE,FALSE,195,70,5,2,3,7,8
crd,copd,TRUE,TRUE,3,2,5,1.8000000000000007,3,7,8.2
crd,copd,FALSE,FALSE,4623,1420,5,1,3,7,9
crd,copd,FALSE,TRUE,111,33,5,2.2,3,8,8
crd,learndis_cat,TRUE,(Missing),157,56,5,2,3,7,8
crd,learndis_cat,TRUE,Down's syndrome,9,4,2.5,1.3,1.75,3.5,4.4
crd,learndis_cat,TRUE,Learning disability register,9,5,4,1.7999999999999998,3,5,5.6
crd,learndis_cat,TRUE,Other learning disability,23,7,6,2.2,3,8,9
crd,learndis_cat,FALSE,(Missing),3813,1178,5,1,3,7,9
crd,learndis_cat,FALSE,Learning disability register,234,75,5,1,3,7,9
crd,learndis_cat,FALSE,Other learning disability,464,131,6,2,3,7,9
crd,learndis_cat,FALSE,Down's syndrome,223,69,6,1.8000000000000007,2,7,8
crd,sickle_cell_asplenia,TRUE,FALSE,187,70,5,1.9000000000000004,3,7,8
crd,sickle_cell_asplenia,TRUE,TRUE,11,2,3.5,2.3000000000000003,2.75,4.25,4.7
crd,sickle_cell_asplenia,FALSE,FALSE,4464,1370,5,1,3,7,9
crd,sickle_cell_asplenia,FALSE,TRUE,270,83,5,1.200000000000001,3,8,9
crd,cirrhosis,TRUE,FALSE,193,70,5,1.9000000000000004,3,7,8
crd,cirrhosis,TRUE,TRUE,5,2,9,9,9,9,9
