group1,group1_value,group2,group2_value,total,count_n0,count_n1,count_n2,count_n3,count_n4,count_n5plus,count_median,count_p10,count_p25,count_p75,count_p90,days_since_n12m,days_since_n24m,days_since_median,days_since_p10,days_since_p25,days_since_p75,days_since_p90,count_pct0,count_pct1,count_pct2,count_pct3,count_pct4,count_pct5plus,days_since_pct12m,days_since_pct24m
diabetes,FALSE,ethnicity5,(Missing),450,30,30,30,30,20,310,7,1,3,11,13,260,310,299.5,221,252,352,377.3,6.7,6.7,6.7,6.7,4.4,68.9,57.8,68.9
diabetes,TRUE,ethnicity5,White,110,10,10,10,10,0,80,7,1,3,10,12.799999999999997,60,70,314,219,256,350,376.8,9.1,9.1,9.1,9.1,0,72.7,54.5,63.6
diabetes,TRUE,ethnicity5,Mixed,20,0,0,0,0,0,20,8,1,2.5,11.5,13.8,10,20,327,255.8,267,370,393.6,0,0,0,0,0,100,50,100
diabetes,TRUE,ethnicity5,Asian or Asian British,10,0,0,0,0,0,10,7,1,2.5,10.5,13,10,10,277,229,243,288,308.6,0,0,0,0,0,100,100,100
diabetes,TRUE,ethnicity5,Black or Black British,20,0,0,0,0,0,10,7,2.8000000000000003,5,10,11.4,10,10,305,248.1,259.5,372.75,389.8,0,0,0,0,0,50,50,50
diabetes,TRUE,ethnicity5,Chinese or Other Ethnic Groups,10,0,0,0,0,0,10,8,3,4,10,13,10,10,284.5,246.1,267.25,350,365.3,0,0,0,0,0,100,100,100
diabetes,TRUE,ethnicity5,(Missing),20,0,0,0,0,0,10,6,2.8,3.5,8,10,10,10,287.5,222.4,245.5,348.5,357.4,0,0,0,0,0,50,50,50
diabetes,FALSE,region,North East and Yorkshire,2430,180,180,170,160,160,1570,7,1,3,11,13,1440,1730,298,220,251,350,379,7.4,7.4,7,6.6,6.6,64.6,59.3,71.2
diabetes,FALSE,region,North West,960,60,60,50,60,50,670,7,1,4,11,13,580,690,295.5,216,245.25,348,378,6.2,6.2,5.2,6.2,5.2,69.8,60.4,71.9
diabetes,FALSE,region,Midlands,460,20,30,30,30,30,320,7,1,4,11,13,280,340,303,222,255,347,382,4.3,6.5,6.5,6.5,6.5,69.6,60.9,73.9
diabetes,FALSE,region,East of England,220,20,20,20,20,20,130,6,1,2,11,13,120,160,321,224.2,253,363,387.4,9.1,9.1,9.1,9.1,9.1,59.1,54.5,72.7
diabetes,FALSE,region,London,210,20,20,10,30,10,130,6,1,3,10.5,13,130,160,303,227.7,260.5,348,382.3,9.5,9.5,4.8,14.3,4.8,61.9,61.9,76.2
diabetes,FALSE,region,South East,240,10,10,20,20,20,160,7,1,3.75,11,13,130,160,295,217.6,244,347.5,378,4.2,4.2,8.3,8.3,8.3,66.7,54.2,66.7
diabetes,FALSE,region,South West,220,20,20,10,10,20,140,7.5,1,3,11,13,130,140,292.5,215,237.5,342,370.4,9.1,9.1,4.5,4.5,9.1,63.6,59.1,63.6
diabetes,TRUE,region,North East and Yorkshire,90,0,10,0,10,0,60,7,1,3,10,13,50,60,303,214.4,251.5,340,366.9,0,11.1,0,11.1,0,66.7,55.6,66.7
diabetes,TRUE,region,North West,50,0,0,0,0,0,30,6.5,2,4,10,12,20,30,329.5,229.6,273,367.5,378.9,0,0,0,0,0,60,40,60
diabetes,TRUE,region,Midlands,20,0,0,0,0,0,20,7,1,5,11,12,10,20,285,241.2,256.5,357.5,390.8,0,0,0,0,0,100,50,100
diabetes,TRUE,region,East of England,10,0,0,0,0,0,0,7,1.8000000000000003,3.5,9,11.600000000000001,0,0,300,231.4,248.5,353.75,374.9,0,0,0,0,0,0,0,0
diabetes,TRUE,region,London,20,0,0,0,0,0,10,5,1,2.5,9.5,12.2,10,10,292.5,259.3,265,344.25,392.4,0,0,0,0,0,50,50,50
diabetes,TRUE,region,South East,10,0,0,0,0,0,0,9,0.6000000000000001,1.5,9,11.000000000000002,10,10,298,226,246,325.5,348.6,0,0,0,0,0,0,100,100
diabetes,TRUE,region,South West,0,0,0,0,0,0,0,9,4.6,7,13,13.6,0,0,288,279.2,282.5,319.5,338.4,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,FALSE,imd_quintile,1 (most deprived),900,60,70,50,60,40,620,7,1,3,11,13,540,650,296,220.9,250,346,380.1,6.7,7.8,5.6,6.7,4.4,68.9,60,72.2
diabetes,FALSE,imd_quintile,2,950,60,70,70,60,70,620,7,1,3,11,13,560,660,298,217,251.5,347.5,374,6.3,7.4,7.4,6.3,7.4,65.3,58.9,69.5
diabetes,FALSE,imd_quintile,3,930,70,70,60,70,70,590,7,1,3,11,13,570,680,303,223,253,352,381,7.5,7.5,6.5,7.5,7.5,63.4,61.3,73.1
diabetes,FALSE,imd_quintile,4,870,70,50,70,60,60,570,7,1,3,11,13,500,610,296,219,243,349,378,8,5.7,8,6.9,6.9,65.5,57.5,70.1
diabetes,FALSE,imd_quintile,5 (least deprived),830,60,60,50,50,60,560,7,1,3,11,13,480,600,303.5,218,249.75,352,382.1,7.2,7.2,6,6,7.2,67.5,57.8,72.3
diabetes,FALSE,imd_quintile,(Missing),260,20,20,20,20,10,160,7,1,3,11,13,150,170,289,215.4,244,335,378.8,7.7,7.7,7.7,7.7,3.8,61.5,57.7,65.4
diabetes,TRUE,imd_quintile,1 (most deprived),40,0,0,0,10,0,30,7,1.8000000000000007,3,11.5,14,20,20,268.5,204.1,242.25,342.25,372.2,0,0,0,25,0,75,50,50
diabetes,TRUE,imd_quintile,2,40,0,0,0,0,0,20,6,1,3,9,10.399999999999999,20,20,319,227.4,257.5,347.5,371,0,0,0,0,0,50,50,50
diabetes,TRUE,imd_quintile,3,30,0,0,0,0,0,20,7,1.8000000000000003,4,10,12.2,20,20,312,227,269.5,353,388.2,0,0,0,0,0,66.7,66.7,66.7
diabetes,TRUE,imd_quintile,4,40,0,0,0,0,0,30,7,1,2.25,9,12,20,30,301,223,271.25,340.25,372.5,0,0,0,0,0,75,50,75
diabetes,TRUE,imd_quintile,5 (least deprived),40,0,0,0,0,0,30,6,1,3.25,10.75,13,20,20,327,252.6,275,364,391.2,0,0,0,0,0,75,50,50
diabetes,TRUE,imd_quintile,(Missing),10,0,0,0,0,0,10,9,2.6000000000000005,7,10,10.2,10,10,262,233.2,246,302.5,338.6,0,0,0,0,0,100,100,100
diabetes,FALSE,carehome_status,FALSE,3950,260,290,280,280,260,2580,7,1,3,11,13,2350,2830,300,219,250,350,379,6.6,7.3,7.1,7.1,6.6,65.3,59.5,71.6
diabetes,FALSE,carehome_status,TRUE,790,60,50,40,40,60,540,7,1,4,11,13,460,550,293,219,247,349,382,7.6,6.3,5.1,5.1,7.6,68.4,58.2,69.6
diabetes,TRUE,carehome_status,FALSE,180,10,20,10,20,10,120,7,1,3,10,13,100,120,306,219.4,258.5,354.25,382.3,5.6,11.1,5.6,11.1,5.6,66.7,55.6,66.7
diabetes,TRUE,carehome_status,TRUE,20,0,0,0,0,0,10,7,0,3.5,10,13,10,10,298,249,268.5,341.5,350,0,0,0,0,0,50,50,50
diabetes,FALSE,primis_atrisk,FALSE,2960,220,220,190,200,190,1950,7,1,3,11,13,1770,2130,298,219,247,350,379,7.4,7.4,6.4,6.8,6.4,65.9,59.8,72
diabetes,FALSE,primis_atrisk,TRUE,1770,110,120,130,120,120,1170,7,1,3,11,13,1040,1250,301.5,220,252,349,381,6.2,6.8,7.3,6.8,6.8,66.1,58.8,70.6
diabetes,TRUE,primis_atrisk,TRUE,190,10,20,10,20,10,130,7,1,3,10,13,110,130,306,222.4,260,351,381.2,5.3,10.5,5.3,10.5,5.3,68.4,57.9,68.4
diabetes,FALSE,crd,FALSE,4530,320,330,300,310,300,2970,7,1,3,11,13,2690,3240,299,219,249,349,379,7.1,7.3,6.6,6.8,6.6,65.6,59.4,71.5
diabetes,FALSE,crd,TRUE,200,10,10,10,10,20,140,7,2,4,11,13,110,140,307,226,253.5,357.5,382,5,5,5,5,10,70,55,70
diabetes,TRUE,crd,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,306,221.8,261,350.5,381.4,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
diabetes,TRUE,crd,TRUE,0,0,0,0,0,0,0,6,3.6,4.5,7,7.6,0,0,303,260.6,276.5,329.5,345.4,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,FALSE,chd,FALSE,4540,320,320,300,310,300,2980,7,1,3,11,13,2690,3240,299,219,249,350,379,7,7,6.6,6.8,6.6,65.6,59.3,71.4
diabetes,FALSE,chd,TRUE,200,10,20,20,10,10,130,7,1,3,11,13,110,140,300.5,212.4,252.25,348.75,388.9,5,10,10,5,5,65,55,70
diabetes,TRUE,chd,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,306,222.1,261.5,351.25,381.3,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
diabetes,TRUE,chd,TRUE,0,0,0,0,0,0,0,1,1,1,1,1,0,0,242,242,242,242,242,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,FALSE,ckd,FALSE,4550,320,330,300,310,300,2990,7,1,3,11,13,2690,3250,299,219,249,350,380,7,7.3,6.6,6.8,6.6,65.7,59.1,71.4
diabetes,FALSE,ckd,TRUE,180,10,10,20,10,10,130,8,1,4,11,13,110,130,313.5,222.8,267.25,349,372.6,5.6,5.6,11.1,5.6,5.6,72.2,61.1,72.2
diabetes,TRUE,ckd,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,304,221.8,259,350.5,381.4,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
diabetes,TRUE,ckd,TRUE,0,0,0,0,0,0,0,5,4.2,4.5,5.5,5.8,0,0,345,334.6,338.5,351.5,355.4,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,FALSE,cld,FALSE,4530,320,330,310,310,300,2970,7,1,3,11,13,2690,3240,299,219,249,349.5,380,7.1,7.3,6.8,6.8,6.6,65.6,59.4,71.5
diabetes,FALSE,cld,TRUE,200,10,10,10,10,20,140,8,1.4000000000000021,4,12,13,120,140,304.5,223.8,252.75,349.25,383.2,5,5,5,5,10,70,60,70
diabetes,TRUE,cld,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,306,222.1,259.5,351.25,381.3,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
diabetes,TRUE,cld,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,293,293,293,293,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,FALSE,cns_learndis,FALSE,4370,300,310,290,300,280,2890,7,1,3,11,13,2590,3120,299,219,249,349,380,6.9,7.1,6.6,6.9,6.4,66.1,59.3,71.4
diabetes,FALSE,cns_learndis,TRUE,360,20,30,30,20,30,230,6,1,3,10,13,210,260,298,228,253.25,356,379.9,5.6,8.3,8.3,5.6,8.3,63.9,58.3,72.2
diabetes,TRUE,cns_learndis,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,120,306,220.9,261.5,350.25,381,5.3,10.5,5.3,10.5,5.3,68.4,52.6,63.2
diabetes,TRUE,cns_learndis,TRUE,10,0,0,0,0,0,10,7,4.7,5.75,8.25,9.3,0,0,282,243.6,249,352,379,0,0,0,0,0,100,0,0
diabetes,FALSE,immunosuppressed_asplenia,FALSE,4320,300,310,280,290,280,2850,7,1,3,11,13,2530,3080,299,219,248.25,350,380,6.9,7.2,6.5,6.7,6.5,66,58.6,71.3
diabetes,FALSE,immunosuppressed_asplenia,TRUE,410,30,30,30,40,30,260,7,1,3,11,13,270,300,300,222,254,341,367.2,7.3,7.3,7.3,9.8,7.3,63.4,65.9,73.2
diabetes,TRUE,immunosuppressed_asplenia,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,120,303,220.9,259.5,350,381.7,5.3,10.5,5.3,10.5,5.3,68.4,52.6,63.2
diabetes,TRUE,immunosuppressed_asplenia,TRUE,10,0,0,0,0,0,0,5,2.1000000000000005,3.75,8.5,10.899999999999999,0,0,355,281.6,329,368,370.4,0,0,0,0,0,0,0,0
diabetes,FALSE,severe_obesity,FALSE,4550,310,320,300,310,300,3000,7,1,3,11,13,2700,3250,299,220,249,350,379,6.8,7,6.6,6.8,6.6,65.9,59.3,71.4
diabetes,FALSE,severe_obesity,TRUE,190,20,20,20,10,10,120,7,1,2,11,13,110,130,294,211.2,243.5,349,385,10.5,10.5,10.5,5.3,5.3,63.2,57.9,68.4
diabetes,TRUE,severe_obesity,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,305,221.5,258.5,351.75,381.5,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
diabetes,TRUE,severe_obesity,TRUE,0,0,0,0,0,0,0,7,3.9,5.25,9,10.8,0,0,337,277,299.5,342.5,345.8,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,FALSE,smi,FALSE,4540,310,330,310,310,300,2990,7,1,3,11,13,2700,3250,299,219,249,349,379,6.8,7.3,6.8,6.8,6.6,65.9,59.5,71.6
diabetes,FALSE,smi,TRUE,190,20,10,10,20,10,120,6,1,3,10,13,100,130,306.5,225.2,255,360.5,384.9,10.5,5.3,5.3,10.5,5.3,63.2,52.6,68.4
diabetes,TRUE,smi,FALSE,190,10,20,10,10,10,130,7,1,3,10,13,100,130,305,223,260.5,350.75,381,5.3,10.5,5.3,5.3,5.3,68.4,52.6,68.4
diabetes,TRUE,smi,TRUE,10,0,0,0,0,0,0,7,3,3,10.75,13.299999999999999,0,0,315,225.4,259,355.5,379.8,0,0,0,0,0,0,0,0
diabetes,FALSE,rrt_cat,1 dialysis,40,0,0,0,0,0,30,9,1,4,11,13,30,30,287,218.8,235,318,343.2,0,0,0,0,0,75,75,75
diabetes,FALSE,rrt_cat,2 transplant,40,0,0,0,0,0,20,6,2.4000000000000004,4,8.5,12,20,20,294.5,220.5,252.5,326.75,363.8,0,0,0,0,0,50,50,50
diabetes,FALSE,rrt_cat,0 no RRT,4660,320,340,320,320,300,3060,7,1,3,11,13,2750,3330,299,219,249,350,380,6.9,7.3,6.9,6.9,6.4,65.7,59,71.5
diabetes,TRUE,rrt_cat,1 dialysis,0,0,0,0,0,0,0,12,12,12,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,TRUE,rrt_cat,2 transplant,0,0,0,0,0,0,0,9,4.5,6.75,10,10,0,0,254,247.6,250,258,260.4,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,TRUE,rrt_cat,0 no RRT,190,10,20,10,20,10,130,7,1,3,10,13,100,130,306,221.8,261,351.5,381.4,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
diabetes,FALSE,copd,FALSE,4640,320,330,310,320,300,3050,7,1,3,11,13,2740,3310,299,219,249,349.5,380,6.9,7.1,6.7,6.9,6.5,65.7,59.1,71.3
diabetes,FALSE,copd,TRUE,100,0,10,0,0,10,70,8,1,4,12,13.5,60,70,296.5,216.1,246.5,347.5,368.9,0,10,0,0,10,70,60,70
diabetes,TRUE,copd,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,306,222.1,261.5,351.25,381.3,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
diabetes,TRUE,copd,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,248,248,248,248,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,FALSE,down_sydrome,FALSE,4650,320,330,310,320,310,3060,7,1,3,11,13,2760,3330,299,219,249,350,380,6.9,7.1,6.7,6.9,6.7,65.8,59.4,71.6
diabetes,FALSE,down_sydrome,TRUE,80,10,10,10,0,10,50,7,1,2.5,10,13,50,60,312,235.6,259,347,376,12.5,12.5,12.5,0,12.5,62.5,62.5,75
diabetes,TRUE,down_sydrome,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,306,221.8,259,350.5,381,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
diabetes,TRUE,down_sydrome,TRUE,0,0,0,0,0,0,0,9,8.2,8.5,9.5,9.8,0,0,340.5,301.7,316.25,364.75,379.3,NA,NA,NA,NA,NA,NA,NA,NA
diabetes,FALSE,sickle_cell,FALSE,4630,320,330,310,320,300,3050,7,1,3,11,13,2740,3310,299,219,249,349,380,6.9,7.1,6.7,6.9,6.5,65.9,59.2,71.5
diabetes,FALSE,sickle_cell,TRUE,100,10,10,10,10,10,60,7,1,3,12,13,60,70,305,217.2,248.75,351.75,379,10,10,10,10,10,60,60,70
diabetes,TRUE,sickle_cell,FALSE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,306,221.8,259,351.5,381.4,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
diabetes,TRUE,sickle_cell,TRUE,0,0,0,0,0,0,0,8,1.8000000000000003,4.5,10.25,10.7,0,0,288.5,285.7,286.75,290.25,291.3,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,FALSE,all,All,4510,310,330,290,300,290,2980,7,1,3,11,13,2640,3200,299,219,249,350,380,6.9,7.3,6.4,6.7,6.4,66.1,58.5,71
immunosuppressed_asplenia,TRUE,all,All,420,30,30,30,40,30,260,7,1,3,11,13,280,310,301.5,222,254,341.75,368.2,7.1,7.1,7.1,9.5,7.1,61.9,66.7,73.8
immunosuppressed_asplenia,FALSE,sex,Female,2330,150,170,150,160,140,1550,7,1,3,11,13,1380,1650,296,217.9,249,348,378.1,6.4,7.3,6.4,6.9,6,66.5,59.2,70.8
immunosuppressed_asplenia,FALSE,sex,Male,2180,160,150,140,150,150,1430,7,1,3,11,13,1260,1550,302,219.1,249,352,381.9,7.3,6.9,6.4,6.9,6.9,65.6,57.8,71.1
immunosuppressed_asplenia,TRUE,sex,Female,230,10,30,10,20,20,140,6,1,3,10.25,13,160,170,293,230,254,340,365,4.3,13,4.3,8.7,8.7,60.9,69.6,73.9
immunosuppressed_asplenia,TRUE,sex,Male,190,20,0,20,10,10,120,7,1,3,11,13,120,140,307,219.6,254,345,375.8,10.5,0,10.5,5.3,5.3,63.2,63.2,73.7
immunosuppressed_asplenia,FALSE,ageband4,16-49,390,20,20,30,30,30,260,7,1,3,10.75,13,220,260,297,215.4,248,351,377.2,5.1,5.1,7.7,7.7,7.7,66.7,56.4,66.7
immunosuppressed_asplenia,FALSE,ageband4,50-64,630,40,50,40,40,50,420,7,1,3,11,13,350,440,313,224.4,256,355,384,6.3,7.9,6.3,6.3,7.9,66.7,55.6,69.8
immunosuppressed_asplenia,FALSE,ageband4,65-74,2120,160,140,160,130,130,1400,7,1,3,11,13,1250,1530,298,218.8,248,352,380,7.5,6.6,7.5,6.1,6.1,66,59,72.2
immunosuppressed_asplenia,FALSE,ageband4,75-104,1370,100,120,70,100,80,900,7,1,3,11,13,820,970,295,217.2,247,346,380,7.3,8.8,5.1,7.3,5.8,65.7,59.9,70.8
immunosuppressed_asplenia,TRUE,ageband4,16-49,100,10,10,10,10,0,60,7,0,2,11,13,70,70,303,237.8,267,340,363,10,10,10,10,0,60,70,70
immunosuppressed_asplenia,TRUE,ageband4,50-64,160,10,10,10,10,10,100,6.5,1,3,10,13,100,120,303,228.4,256,346.5,370.6,6.2,6.2,6.2,6.2,6.2,62.5,62.5,75
immunosuppressed_asplenia,TRUE,ageband4,65-74,100,10,10,10,10,10,50,5,1,2,11,13,60,70,294,217,242,339.5,372,10,10,10,10,10,50,60,70
immunosuppressed_asplenia,TRUE,ageband4,75-104,70,0,0,0,10,10,50,8,2,4,11,13.399999999999999,40,50,286,221.6,242.5,335,366.2,0,0,0,14.3,14.3,71.4,57.1,71.4
immunosuppressed_asplenia,FALSE,ageband13,16-19,0,0,0,0,0,0,0,5,3.4000000000000004,4,7.5,9,0,0,349,349,349,349,349,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,FALSE,ageband13,20-29,20,0,0,0,0,0,10,8,1,4.5,10,11,10,10,320.5,258.2,284.75,361.25,383.3,0,0,0,0,0,50,50,50
immunosuppressed_asplenia,FALSE,ageband13,30-39,120,0,0,10,10,10,80,7,2,4,11,13,70,90,295,213.6,241,353,379.6,0,0,8.3,8.3,8.3,66.7,58.3,75
immunosuppressed_asplenia,FALSE,ageband13,40-49,250,20,20,20,20,20,170,7,1,3,10,13,140,160,296,225.8,244,346,374.2,8,8,8,8,8,68,56,64
immunosuppressed_asplenia,FALSE,ageband13,50-54,210,10,20,20,10,20,130,6,1,3,10,13,110,140,320,224,254.25,352.75,384.3,4.8,9.5,9.5,4.8,9.5,61.9,52.4,66.7
immunosuppressed_asplenia,FALSE,ageband13,55-59,200,20,10,10,10,10,140,7,1,4,11,13,120,140,311,228,256,354,386,10,5,5,5,5,70,60,70
immunosuppressed_asplenia,FALSE,ageband13,60-64,220,10,20,10,20,20,150,7,1,4,11,13,120,160,311,222.5,259.75,356.25,378,4.5,9.1,4.5,9.1,9.1,68.2,54.5,72.7
immunosuppressed_asplenia,FALSE,ageband13,65-69,1180,90,70,80,80,80,790,7,1,3,11,13,710,860,296,218,247,350.25,378,7.6,5.9,6.8,6.8,6.8,66.9,60.2,72.9
immunosuppressed_asplenia,FALSE,ageband13,70-74,940,70,80,80,50,50,610,7,1,3,11,13,540,670,300,219,249,354,382.2,7.4,8.5,8.5,5.3,5.3,64.9,57.4,71.3
immunosuppressed_asplenia,FALSE,ageband13,75-79,650,50,60,30,50,40,410,7,1,3,11,13,390,470,289.5,215.5,239.25,344.75,382,7.7,9.2,4.6,7.7,6.2,63.1,60,72.3
immunosuppressed_asplenia,FALSE,ageband13,80-84,370,30,20,20,20,20,250,8,1,3,11,13,230,270,294,228.1,255,346,378,8.1,5.4,5.4,5.4,5.4,67.6,62.2,73
immunosuppressed_asplenia,FALSE,ageband13,85-89,210,20,20,10,20,10,140,7,1,3,11,13,120,140,309,215.8,253,345,384.6,9.5,9.5,4.8,9.5,4.8,66.7,57.1,66.7
immunosuppressed_asplenia,FALSE,ageband13,90-104,140,10,10,10,10,0,100,7,1,3,11,13,80,90,307,214,256.5,350.75,378.1,7.1,7.1,7.1,7.1,0,71.4,57.1,64.3
immunosuppressed_asplenia,TRUE,ageband13,20-29,0,0,0,0,0,0,0,10.5,4.4,8,11.25,11.7,0,0,329,258.6,285,340,346.6,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,TRUE,ageband13,30-39,30,0,0,0,0,0,20,5,0.6000000000000001,1,11.5,13,20,20,313,252,279.25,336.75,360.3,0,0,0,0,0,66.7,66.7,66.7
immunosuppressed_asplenia,TRUE,ageband13,40-49,70,10,0,0,10,0,40,7,0,3,11,13,40,50,297,226.2,267,338.75,365.7,14.3,0,0,14.3,0,57.1,57.1,71.4
immunosuppressed_asplenia,TRUE,ageband13,50-54,50,0,0,0,0,0,40,8,1.9000000000000004,5,10.75,13,30,40,317.5,240,271,355.5,380.6,0,0,0,0,0,80,60,80
immunosuppressed_asplenia,TRUE,ageband13,55-59,60,0,0,0,10,0,40,5,1,3,9,11.300000000000004,40,40,292,235,252,344,357,0,0,0,16.7,0,66.7,66.7,66.7
immunosuppressed_asplenia,TRUE,ageband13,60-64,50,0,0,10,0,0,30,7,1.9000000000000004,3,11,13.100000000000001,30,40,299,215.8,248.75,336,381,0,0,20,0,0,60,60,80
immunosuppressed_asplenia,TRUE,ageband13,65-69,60,0,0,10,10,0,30,5,1,3,11,12.600000000000001,30,40,307,216.2,253,340,375.4,0,0,16.7,16.7,0,50,50,66.7
immunosuppressed_asplenia,TRUE,ageband13,70-74,40,0,0,0,0,0,20,6,1,2,10.75,13,30,30,287.5,219.8,231.75,334,365.4,0,0,0,0,0,50,75,75
immunosuppressed_asplenia,TRUE,ageband13,75-79,20,0,0,0,0,0,10,5,2.2,3,9,10.8,20,20,278.5,216.6,236.25,311.5,338.3,0,0,0,0,0,50,100,100
immunosuppressed_asplenia,TRUE,ageband13,80-84,20,0,0,0,0,0,20,9.5,1.3000000000000003,6.25,13,14,20,20,297.5,220.4,240.75,335.75,378,0,0,0,0,0,100,100,100
immunosuppressed_asplenia,TRUE,ageband13,85-89,20,0,0,0,0,0,10,8,4,6,10.5,13.6,10,10,329,238,284,363,371,0,0,0,0,0,50,50,50
immunosuppressed_asplenia,TRUE,ageband13,90-104,0,0,0,0,0,0,0,6,4,4,6,7.199999999999999,0,0,298.5,263.7,276.75,320.25,333.3,NA,NA,NA,NA,NA,NA,NA,NA
immunosuppressed_asplenia,FALSE,ethnicity5,White,2500,180,190,160,160,160,1660,7,1,3,11,13,1480,1770,296.5,218,246,349,378,7.2,7.6,6.4,6.4,6.4,66.4,59.2,70.8
immunosuppressed_asplenia,FALSE,ethnicity5,Mixed,380,30,20,20,40,20,240,7,1,3,11,13,210,280,302,223,258.5,354.5,385,7.9,5.3,5.3,10.5,5.3,63.2,55.3,73.7
immunosuppressed_asplenia,FALSE,ethnicity5,Asian or Asian British,380,30,30,20,20,30,250,7,1,3,11,13,230,270,304,217,241.75,347.25,375.9,7.9,7.9,5.3,5.3,7.9,65.8,60.5,71.1
immunosuppressed_asplenia,FALSE,ethnicity5,Black or Black British,390,20,30,30,20,30,260,7,1,3,11,13,220,280,300.5,220.3,248,356.75,386.9,5.1,7.7,7.7,5.1,7.7,66.7,56.4,71.8
immunosuppressed_asplenia,FALSE,ethnicity5,Chinese or Other Ethnic Groups,420,30,30,30,40,30,260,7,1,3,10,13,250,310,308,222.2,258,350,385,7.1,7.1,7.1,9.5,7.1,61.9,59.5,73.8
immunosuppressed_asplenia,FALSE,ethnicity5,(Missing),430,30,20,30,30,20,300,7,1,3,11,13,240,290,302,221.1,251.75,352,377.9,7,4.7,7,7,4.7,69.8,55.8,67.4
immunosuppressed_asplenia,TRUE,ethnicity5,White,240,20,10,20,20,20,150,7,1,3,11,13,150,170,303.5,230.1,252,345.25,374.9,8.3,4.2,8.3,8.3,8.3,62.5,62.5,70.8
immunosuppressed_asplenia,TRUE,ethnicity5,Mixed,40,0,0,0,0,0,20,5.5,1,3,11.25,12.100000000000001,30,30,291,226.2,262,332,366.4,0,0,0,0,0,50,75,75
immunosuppressed_asplenia,TRUE,ethnicity5,Asian or Asian British,30,0,0,0,0,0,20,8,2,4.5,11,13,20,20,284,215.8,242,328.5,348.6,0,0,0,0,0,66.7,66.7,66.7
immunosuppressed_asplenia,TRUE,ethnicity5,Black or Black British,40,0,10,10,0,0,20,4.5,1,2,9,11,30,30,309,246.8,279,330,359.2,0,25,25,0,0,50,75,75
immunosuppressed_asplenia,TRUE,ethnicity5,Chinese or Other Ethnic Groups,30,0,0,0,0,0,20,8,1.9000000000000004,6,13,13.100000000000001,20,30,303,226,255.5,346.5,363,0,0,0,0,0,66.7,66.7,100
immunosuppressed_asplenia,TRUE,ethnicity5,(Missing),40,0,0,0,0,0,20,6,1,3,9,12.200000000000003,30,30,292.5,220.8,258.75,337.25,365.1,0,0,0,0,0,50,75,75
immunosuppressed_asplenia,FALSE,region,North East and Yorkshire,2310,170,170,160,160,150,1500,7,1,3,11,13,1360,1640,298,220,250,350,379.5,7.4,7.4,6.9,6.9,6.5,64.9,58.9,71
immunosuppressed_asplenia,FALSE,region,North West,920,60,60,50,60,50,640,7,1,4,11,13,550,660,296,215,244,350,378,6.5,6.5,5.4,6.5,5.4,69.6,59.8,71.7
immunosuppressed_asplenia,FALSE,region,Midlands,440,20,30,30,20,30,310,7,1,4,11,13,260,320,305.5,224,255.25,351.75,385,4.5,6.8,6.8,4.5,6.8,70.5,59.1,72.7
immunosuppressed_asplenia,FALSE,region,East of England,210,10,20,20,20,20,130,6,1,3,11,13,110,140,324,220.6,249,364.5,389,4.8,9.5,9.5,9.5,9.5,61.9,52.4,66.7
immunosuppressed_asplenia,FALSE,region,London,200,20,20,10,20,10,120,6,1,3,11,13,120,150,303.5,228.9,262.75,348,384,10,10,5,10,5,60,60,75
